Anime Title,Year Aired,Rating,Status,Number of Episode,Genre,Source
Umi kara no Shisha,2010,6.1,Finished,1,"['Action', 'Sci-Fi']",
Xinghe Zhizun,2021,5.92,Finished,45,"['Action', 'Fantasy']",Web novel
Princess Army: Wedding★Combat,1992,4.87,Finished,2,"['Action', 'Romance']",Manga
Jian Yu Feng Yun,2021,6.6,Finished,40,"['Action', 'Adventure', 'Fantasy']",Original
Astroganger,1972,6.27,Finished,26,"['Action', 'Sci-Fi']",
Guilty Gear X,2003,5.75,Finished,1,['Action'],Game
Kaitei Choutokkyuu: Marine Express,1979,6.34,Finished,1,"['Action', 'Adventure', 'Comedy', 'Drama', 'Sci-Fi']",
Saint Seiya: Gold Saints Data File,2006,5.96,Finished,3,"['Action', 'Fantasy']",Manga
Tunshi Xingkong 4th Season,2023,8.11,Airing,?,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",Novel
Xingchen Bian 5th Season,2022,7.59,Finished,28,"['Action', 'Adventure', 'Fantasy', 'Romance']",Web novel
Yuan Long 3rd Season,2022,6.16,Finished,16,"['Action', 'Adventure', 'Fantasy']",Novel
Bounty Hunter: The Hard,1996,5.7,Finished,1,['Action'],Manga
Uchuu Enban Dai-Sensou,1975,5.59,Finished,1,"['Action', 'Romance']",Manga
Feng Yu Zhou,2018,6.81,Finished,1,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy']",Original
Tunshi Xingkong 3rd Season,2022,8.27,Finished,33,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",Novel
Qiang Shen Ji,2017,6.36,Finished,12,"['Action', 'Sci-Fi']",Game
Senkou,2022,6.72,Finished,1,['Action'],Mixed media
Wakusei Daikaiju Negadon,2005,5.3,Finished,1,"['Action', 'Fantasy', 'Sci-Fi']",Original
Akai Koudan Zillion: Utahime Yakyoku,1988,5.66,Finished,1,"['Action', 'Adventure', 'Sci-Fi']",Mixed media
High School Agent,1987,5.4,Finished,2,"['Action', 'Drama']",Manga
Jun You Yun,2022,6.9,Finished,24,"['Action', 'Adventure', 'Fantasy']",Novel
Nekketsu Saikyou Go-Saurer,1993,7.25,Finished,51,"['Action', 'Sci-Fi']",Original
Uchuu Kaizoku Mito no Daibouken: Futari no Joou-sama,1999,5.99,Finished,13,"['Action', 'Comedy', 'Sci-Fi']",Original
Zettai Shougeki: Platonic Heart Picture Drama,2008,5.03,Finished,4,"['Action', 'Ecchi']",Original
Shaonian Ge Xing: Feng Hua Xue Yue Pian Part 1,2021,6.88,Finished,16,"['Action', 'Adventure', 'Mystery']",Novel
Tokusou Kihei Dorvack,1983,6.38,Finished,36,"['Action', 'Sci-Fi']",Original
Cool Cool Bye,1986,4.74,Finished,1,"['Action', 'Adventure', 'Fantasy']",Source
Armored Core: Fort Tower Song,2006,4.51,Finished,1,"['Action', 'Sci-Fi']",Game
Kamen Rider SD Kaiki?! Kumo Otoko,1993,6.26,Finished,1,['Action'],
Wolf Guy,1992,5.21,Finished,6,"['Action', 'Sci-Fi']",Manga
Gakuentoshi Varanoir Joukan,2002,4.59,Finished,2,['Action'],Game
Ai Zai Xiyuan Qian 2nd Season,2021,6.43,Finished,16,"['Action', 'Fantasy', 'Romance', 'Sci-Fi']",Music
Mini Toji: Yume,2019,6.13,Finished,1,"['Action', 'Fantasy']",Original
Tatakae!! Ramenman,1988,6.28,Finished,35,"['Action', 'Adventure']",Manga
O-parts: Oman,1987,4.7,Finished,1,"['Action', 'Comedy', 'Erotica']",Original
Tairiki Tarou no Mucha Shuugyou,1928,4.68,Finished,1,['Action'],Original
Circuit Angel: Ketsui no Starting Grid,1987,5.44,Finished,1,['Action'],Original
Zhu Tian Ji,2022,6.89,Finished,26,"['Action', 'Adventure', 'Fantasy']",Manga
Karasu Tengu Kabuto: Ougon no Me no Kemono,1992,5.63,Finished,1,"['Action', 'Adventure', 'Drama']",
Rusty Nail,1999,6.21,Finished,1,"['Action', 'Sci-Fi']",Original
Kinnikuman (Movie),1984,6.42,Finished,1,"['Action', 'Comedy', 'Sports']",Manga
Qi Jie Diyi Xian,2022,6.25,Finished,120,"['Action', 'Adventure', 'Fantasy']",Web novel
Shinseikiden Mars,2002,5.42,Finished,13,"['Action', 'Sci-Fi']",Source
Ultraman USA,1989,5.61,Finished,1,"['Action', 'Adventure', 'Sci-Fi']",Other
Wo Jiao Bai Xiaofei,2015,5.95,Finished,39,"['Action', 'Comedy', 'Horror']",Web manga
Choujin Locke: Lord Leon,1989,6.01,Finished,3,"['Action', 'Sci-Fi']",Manga
Hanasaku Kizuna no Romantan,2018,5.15,Finished,1,"['Action', 'Adventure', 'Drama', 'Fantasy']",Source
Haou Taikei Ryuu Knight: Adeu Legend,1994,6.69,Finished,13,"['Action', 'Adventure', 'Fantasy']",
Shounen Sunday CM: Karakuri Circus,1998,5.67,Finished,1,"['Action', 'Mystery']",Manga
Getsumen to Heiki Mina Specials,2007,5.9,Finished,2,"['Action', 'Comedy', 'Sci-Fi', 'Ecchi']",Other
Wu Geng Ji 4th Season,2021,6.74,Finished,24,"['Action', 'Fantasy', 'Supernatural']",Manga
Dead Heat,1987,5.38,Finished,1,"['Action', 'Sci-Fi', 'Sports']",Original
Firestorm,2003,5.44,Finished,26,"['Action', 'Adventure', 'Sci-Fi']",Original
Huo Feng Liao Yuan,2023,6.75,Finished,16,"['Action', 'Adventure']",Manga
Wang Gu Shenhua Zhi Tian Xuanzhe,2020,5.85,Finished,12,"['Action', 'Sci-Fi']",Original
Beast Wars Second Chou Seimeitai Transformers: Lio Convoy Kiki Ippatsu! Movie,1998,6.05,Finished,1,"['Action', 'Adventure', 'Sci-Fi']",Other
Xing Hai Qishi,2020,6.69,Finished,7,"['Action', 'Fantasy', 'Sci-Fi']",Original
Fuuma no Kojirou: Fuuma Hanran-hen,1991,6.3,Finished,1,"['Action', 'Fantasy']",Manga
Super Child,1994,2.89,Finished,1,"['Action', 'Adventure', 'Sci-Fi']",Original
Kyokujitsu no Kantai,1997,6.24,Finished,15,"['Action', 'Drama']",Novel
Fight!!,1993,4.78,Finished,1,"['Action', 'Fantasy', 'Supernatural']",Manga
Monster Strike The Animation Episode 0,2018,5.67,Finished,1,"['Action', 'Fantasy']",ILCA
Xian Feng Jianyu Lu,2020,6.21,Finished,70,"['Action', 'Fantasy', 'Supernatural']",Novel
Elysium,2003,5.21,Finished,1,"['Action', 'Sci-Fi']",Source
A.F,2002,4.18,Finished,1,"['Action', 'Sci-Fi']",Original
Junk Head,2017,7.0,Finished,1,"['Action', 'Adventure', 'Comedy', 'Sci-Fi', 'Suspense']",Original
Zhen Dao Ge,2021,6.4,Finished,12,"['Action', 'Adventure']",Original
Destiny Child,2018,5.5,Finished,1,"['Action', 'Supernatural']",Game
Jetter Mars,1977,6.29,Finished,27,"['Action', 'Drama', 'Sci-Fi']",Original
Ling Long: Incarnation Final Chapter,2021,7.03,Finished,2,"['Action', 'Drama', 'Horror', 'Sci-Fi', 'Suspense']",Original
Duel Masters Victory,2011,5.71,Finished,52,"['Action', 'Adventure', 'Comedy', 'Fantasy']",Original
Dankichi-jima no Olympic Taikai,1932,4.27,Finished,1,"['Action', 'Sports']",Original
Arisa☆Good Luck,1999,5.41,Finished,1,"['Action', 'Comedy']",Original
Nendo no Tatakai (2019),2019,3.7,Finished,1,"['Action', 'Comedy']",Original
Shouxi Yu Ling Shi,2020,6.35,Finished,40,"['Action', 'Fantasy']",Original
Ginga Reppuu Baxingar,1982,6.49,Finished,39,"['Action', 'Adventure']",Original
Ginga Shippuu Sasuraiger,1983,6.54,Finished,43,"['Action', 'Adventure']",Original
Uchuu Taitei God Sigma,1980,7.03,Finished,50,['Action'],
Xiong Bing Lian,2017,6.05,Finished,33,"['Action', 'Mystery', 'Sci-Fi', 'Supernatural']",Original
AWOL,1998,5.31,Finished,12,"['Action', 'Sci-Fi']",Original
Tomoe ga Yuku!,1991,5.17,Finished,2,"['Action', 'Drama', 'Romance', 'Suspense']",Manga
Zero Seiki Movie 3: Maetel,0000,0.0,Not yet aired,1,"['Action', 'Adventure', 'Sci-Fi']",Manga
Keroro Gunsou: Mushakero Ohirome Sengoku Ranstar Dai Battle,2008,6.5,Finished,1,"['Action', 'Comedy']",
Kikou Keisatsu Metal Jack,1991,6.42,Finished,37,"['Action', 'Sci-Fi']",Original
Sakura Kakumei: Hanasaku Otome-tachi,2020,5.88,Finished,1,['Action'],Game
Tomica Kizuna Gattai: Earth Granner,2020,5.84,Finished,51,"['Action', 'Adventure', 'Sci-Fi']",Other
Übel Blatt,0000,0.0,Not yet aired,?,"['Action', 'Adventure', 'Fantasy', 'Ecchi']",Manga
Landreaall,2017,0.0,Finished,1,"['Action', 'Adventure', 'Fantasy', 'Romance']",Manga
Feng Ling Yu Xiu 2nd Season,2023,7.36,Finished,12,"['Action', 'Adventure']",Original
Yakyuukyou no Uta,1977,6.63,Finished,25,"['Action', 'Drama', 'Sports']",Manga
Puso Ni Comi,2019,6.38,Finished,20,"['Action', 'Comedy', 'Sci-Fi']",Web manga
Cyborg 009: The Cyborg Soldier - Kami no Ubugoe,2003,6.34,Finished,1,"['Action', 'Adventure', 'Sci-Fi']",Manga
Kosuke-sama Rikimaru-sama: Konpeitou no Ryuu,1988,5.98,Finished,1,"['Action', 'Adventure']",Original
Haai Step Jun,1985,6.57,Finished,45,"['Action', 'Romance', 'Sci-Fi']",Manga
Rokudenashi Blues 1993,1993,6.24,Finished,1,"['Action', 'Comedy', 'Drama', 'Sports']",Manga
Xian Ni,2023,7.71,Airing,76,"['Action', 'Adventure', 'Fantasy']",Novel
Duel Masters VSRF,2016,5.48,Finished,51,"['Action', 'Adventure', 'Comedy', 'Fantasy']",Original
Duel Masters!,2018,5.75,Finished,51,"['Action', 'Adventure', 'Comedy', 'Fantasy']",Original
Mahoutsukai Precure! 2,2024,0.0,Not yet aired,?,"['Action', 'Fantasy']",Original
Shin Onimusha: Dawn of Dreams the Story,2006,5.83,Finished,1,['Action'],Game
Kouryuu no Mimi: Mina no Shou,1995,4.75,Finished,2,"['Action', 'Drama']",Manga
One Piece: Dai Tokushuu! Momonosuke no Mei Shogun e no Michi,2023,6.2,Finished,1,"['Action', 'Adventure', 'Comedy', 'Fantasy']",Manga
Injuu Seisen XX,1997,5.45,Finished,4,"['Action', 'Supernatural', 'Hentai']",Original
Psychoarmor Govarian,1983,6.4,Finished,26,"['Action', 'Sci-Fi']",Original
Ring no Seraph,2019,7.17,Finished,1,['Action'],Original
Kamen Rider Fourze x Crayon Shin-chan,2012,5.88,Finished,4,"['Action', 'Comedy']",Manga
Mashin Eiyuuden Wataru 2,1990,6.94,Finished,46,"['Action', 'Adventure', 'Comedy']",
Scoopers,1987,5.05,Finished,1,"['Action', 'Sci-Fi']",Manga
Hakyuu Houshin Engi: Kou-ke no Chi,2018,5.6,Finished,1,"['Action', 'Adventure', 'Fantasy']",Manga
Shinkansen Henkei Robo Shinkalion Z the Animation,2021,6.4,Finished,41,"['Action', 'Sci-Fi']",Other
Love Like Aliens,2012,5.5,Finished,1,"['Action', 'Sci-Fi']",Source
Qin Shi Mingyue: Zhu Zi Bai Jia,2011,6.85,Finished,34,"['Action', 'Fantasy']",Novel
Kamen Rider Den-O: Imagin Anime,2008,6.45,Finished,10,"['Action', 'Adventure', 'Comedy']",Other
Kochira Katsushikaku Kameari Kouenmae Hashutsujo The Movie 2: UFO Shuurai! Tornado Daisakusen!!,2003,6.71,Finished,1,"['Action', 'Comedy', 'Mystery']",Manga
Majokko Club Yoningumi: A Kuukan kara no Alien X,1987,5.62,Finished,1,"['Action', 'Comedy', 'Sci-Fi']",Original
Ninjutsu Hinotama Kozou: Edo no Maki,1935,3.95,Finished,1,['Action'],Original
Benkei tai Ushiwaka,1939,5.24,Finished,1,"['Action', 'Comedy']",Other
Qian Wu Guren,2021,0.0,Finished,26,"['Action', 'Adventure', 'Boys Love', 'Fantasy', 'Mystery', 'Supernatural']",Manga
Golden Batman,1979,4.27,Finished,1,['Action'],Other
Wangu Jian Shen,2021,6.16,Finished,38,"['Action', 'Fantasy', 'Supernatural']",Novel
"One Piece: Dai Tannou Kikaku! ""Shi no Gekai"" Trafalgar Law",2024,6.42,Finished,1,"['Action', 'Adventure', 'Comedy', 'Fantasy']",Manga
Lord of Vermilion III Special Anime Movie,2015,5.59,Finished,1,"['Action', 'Adventure', 'Fantasy']",Game
Dynamic Super Robots Soushingekki,2000,6.44,Finished,3,"['Action', 'Sci-Fi']",
Cluster Edge Specials,2006,6.43,Finished,3,"['Action', 'Fantasy', 'Sci-Fi']",
Jiyi Guanli Ju,2020,7.13,Finished,1,"['Action', 'Mystery']",Original
"Party kara Tsuihou sareta Sono Chiyushi, Jitsu wa Saikyou ni Tsuki",2024,0.0,Not yet aired,?,"['Action', 'Adventure', 'Fantasy']",Light novel
Jiu Tian Xuan Di Jue 2nd Season,2022,6.19,Finished,52,"['Action', 'Adventure', 'Fantasy']",Original
Bavi Stock,1985,4.88,Finished,2,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",Novel
Qin Shi Mingyue: Wanli Changcheng,2012,6.99,Finished,37,"['Action', 'Fantasy']",Novel
Duel Masters VSR,2015,5.37,Finished,51,"['Action', 'Adventure', 'Comedy', 'Fantasy']",Original
Wei Wo Du Shen,2021,5.97,Finished,50,"['Action', 'Fantasy']",Novel
Battle Can²,1987,4.33,Finished,1,"['Action', 'Sci-Fi', 'Hentai']",
Choujin Locke: Shinsekai Sentai,1991,5.93,Finished,2,"['Action', 'Sci-Fi']",Manga
Juusenki L-Gaim III: Full Metal Soldier,1987,6.33,Finished,1,"['Action', 'Sci-Fi']",
Hairpin Double,2022,5.16,Finished,1,"['Action', 'Fantasy']",Source
Kyomu Senshi Miroku,1989,5.69,Finished,6,"['Action', 'Fantasy', 'Sci-Fi', 'Supernatural']",Manga
Nageki no Bourei wa Intai shitai,2024,0.0,Not yet aired,?,"['Action', 'Adventure', 'Fantasy']",Light novel
Video Senshi Lezarion,1984,6.72,Finished,45,"['Action', 'Sci-Fi']",
MAPS: Densetsu no Samayoeru Seijin-tachi,1987,5.56,Finished,1,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",Manga
MonHun Nikki Girigiri Airou Mura: Airou Kiki Ippatsu,2010,5.9,Finished,10,"['Action', 'Comedy']",Game
Track City,2000,5.92,Finished,26,['Action'],
Hibari no Yadogae,1933,4.74,Finished,1,['Action'],Original
Cure Miracle to Mofurun no Mahou Lesson,2016,5.82,Finished,1,"['Action', 'Fantasy', 'Slice of Life']",Original
Shaonian Bai Ma Zui Chun Feng,2022,6.86,Finished,20,"['Action', 'Fantasy']",Web novel
Kyouryuu Daisensou Izenborg,1977,6.77,Finished,39,['Action'],Original
Dochinpira,1993,5.16,Finished,1,"['Action', 'Comedy', 'Hentai']",
Shinkansen Henkei Robo Shinkalion: Mirai kara Kita Shinsoku no ALFA-X,2019,6.53,Finished,1,"['Action', 'Sci-Fi']",Other
Wanwan Chuushingura,1963,5.66,Finished,1,"['Action', 'Adventure', 'Drama', 'Fantasy']",Original
Kagaku Kyuujo-tai TechnoVoyager,1982,6.21,Finished,18,"['Action', 'Adventure', 'Sci-Fi']",
Qin Shi Mingyue: Ye Jin Tianming,2008,6.53,Finished,18,"['Action', 'Fantasy']",Novel
Shixiong A Shixiong,2023,7.48,Finished,13,"['Action', 'Adventure', 'Fantasy']",Web novel
Ougon Senshi Gold Lightan,1981,6.35,Finished,52,"['Action', 'Adventure', 'Sci-Fi']",Original
Zhe Tian,2023,7.03,Airing,52,"['Action', 'Adventure', 'Sci-Fi']",Web novel
Yomigaeru Sora Pilot,2006,6.08,Finished,1,['Action'],Original
Da Zhu Zai Nian Fan,2023,7.13,Airing,52,"['Action', 'Adventure', 'Fantasy', 'Romance']",Web novel
Chou Dendou Robo Tetsujin 28-gou FX,1992,6.42,Finished,47,"['Action', 'Adventure', 'Sci-Fi']",
Kinnikuman II Sei: Muscle Ninjin Soudatsu sen! Choujin Daisensou,2002,6.59,Finished,1,"['Action', 'Comedy', 'Drama', 'Romance']",Manga
Guilstein,2002,5.25,Finished,1,"['Action', 'Horror', 'Sci-Fi']",Original
Magnerobo Ga-Keen,1976,6.26,Finished,39,"['Action', 'Sci-Fi']",Original
Maze☆Bakunetsu Jikuu: Hot Springs,1998,6.07,Finished,1,"['Action', 'Comedy', 'Fantasy', 'Ecchi']",Manga
Xin Shen Bang: Yang Jian,2022,7.12,Finished,1,"['Action', 'Adventure', 'Fantasy']",Original
Compiler Festa,1995,5.24,Finished,1,"['Action', 'Drama', 'Sci-Fi']",
Inazma Delivery,2016,6.24,Finished,10,"['Action', 'Comedy', 'Sci-Fi']",Original
Croket!,2003,6.91,Finished,104,"['Action', 'Adventure', 'Comedy', 'Fantasy']",Manga
Kamigawa: Kagayakeru Sekai,2022,6.5,Finished,1,"['Action', 'Fantasy']",Card game
Gegege no Kitarou: Daikaijuu,1996,6.17,Finished,1,"['Action', 'Fantasy', 'Horror', 'Supernatural']",
Blue Seagull,1994,3.96,Finished,1,"['Action', 'Hentai']",
Doubutsu Sumo Taikai,1931,4.65,Finished,1,"['Action', 'Sports']",Original
Magma Taishi,1993,5.92,Finished,13,"['Action', 'Sci-Fi']",Manga
Takate,0000,0.0,Not yet aired,?,"['Action', 'Adventure']",Web manga
Mugen Kouro,2008,5.01,Finished,4,"['Action', 'Sci-Fi']",Source
Chiisana Kyojin Microman,1999,6.69,Finished,52,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",Other
Chou no Sainan,1931,5.24,Finished,1,['Action'],Original
Big X,1964,6.42,Finished,59,"['Action', 'Sci-Fi']",Manga
Haruwo,2005,4.46,Finished,1,['Action'],Original
Gegege no Kitarou: Nippon Bakuretsu,2008,6.42,Finished,1,"['Action', 'Fantasy', 'Horror', 'Supernatural']",
Ark,2005,5.83,Finished,1,"['Action', 'Fantasy', 'Sci-Fi', 'Supernatural']",
Semi wa Magic Cube 2nd Season,2020,0.0,Finished,26,"['Action', 'Fantasy']",Original
Lian Qi Shi Wan Nian,2023,7.21,Airing,160,"['Action', 'Adventure', 'Fantasy']",Web novel
Pachislo Kizoku Gin,2001,5.89,Finished,23,['Action'],Manga
Hakyuu Houshin Engi Recap,2018,5.09,Finished,1,"['Action', 'Adventure', 'Fantasy']",Manga
Nezumi no Rusuban,1931,4.46,Finished,1,['Action'],Original
Wild 7 Another Bouryaku Unga,2002,5.18,Finished,13,"['Action', 'Adventure', 'Mystery']",Manga
Mahjong Hishouden: Naki no Ryuu,1988,5.61,Finished,3,"['Action', 'Drama']",Source
Otoko Ippiki Gaki Daishou,1969,7.06,Finished,156,"['Action', 'Drama']",
Time Bokan Series: Time Patroltai Otasukeman,1980,6.46,Finished,53,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",
Kara The Animation,2013,5.17,Finished,5,['Action'],
Junk Story: Tetsukuzu Monogatari,1999,4.73,Finished,1,"['Action', 'Sci-Fi', 'Hentai']",Manga
Nano Invaders,2014,0.0,Finished,52,"['Action', 'Adventure']",Original
Hallelujah: Unmei no Sentaku,2020,5.94,Finished,1,"['Action', 'Fantasy']",Game
Duel Masters VS,2014,5.68,Finished,49,"['Action', 'Adventure', 'Comedy', 'Fantasy']",Original
The King of Fighters XV,2022,6.5,Finished,1,['Action'],Game
Duel Masters Victory V3,2013,5.67,Finished,51,"['Action', 'Adventure', 'Comedy', 'Fantasy']",Original
Issunboushi: Chibisuke Monogatari,1935,4.97,Finished,1,['Action'],Original
Chouon Senshi Borgman: Lovers Rain,1990,5.64,Finished,1,"['Action', 'Sci-Fi']",Other
Dokaben,1976,6.49,Finished,163,"['Action', 'Sports']",
Xin Jue,2020,5.92,Finished,13,"['Action', 'Adventure', 'Sci-Fi']",Original
Qin Shi Mingyue: Tian Xing Jiu Ge 2nd Season,2019,6.31,Finished,30,"['Action', 'Fantasy']",Original
Zhen Hun Jie 3rd Season,2023,7.01,Finished,16,"['Action', 'Fantasy', 'Supernatural']",Manga
Qian Cong Shou,2022,6.28,Finished,16,"['Action', 'Fantasy', 'Sci-Fi']",Original
Makyuu Senjou,1991,4.87,Finished,2,"['Action', 'Sci-Fi']",
Wonder 3,1965,6.95,Finished,52,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",
Qi Hou Bilu,2023,7.18,Finished,12,"['Action', 'Adventure', 'Fantasy']",Novel
Senjuushi: Kijuushi-tachi no Happy Birthday!,2019,5.68,Finished,1,['Action'],Game
Time Bokan Series: Gyakuten Ippatsuman,1982,5.86,Finished,58,"['Action', 'Comedy', 'Sci-Fi']",
Wu Ying Sanqian Dao,2022,6.41,Finished,10,"['Action', 'Adventure', 'Fantasy']",Novel
Kouya no Shounen Isamu,1973,6.47,Finished,52,"['Action', 'Adventure']",
Vapor Trail,2021,5.65,Finished,1,"['Action', 'Girls Love']",Original
Wangu Shenhua,2022,6.6,Airing,?,"['Action', 'Adventure', 'Fantasy']",Web novel
Pony Metal U-GAIM Promotion Film,1986,5.67,Finished,1,"['Action', 'Sci-Fi']",
Qin Shi Mingyue: Canghai Hengliu,2020,0.0,Finished,23,"['Action', 'Fantasy']",Novel
Tie Shan Gongzhu,1941,5.32,Finished,1,"['Action', 'Adventure', 'Fantasy']",Other
Uchuu Majin Daikengou,1978,6.0,Finished,26,"['Action', 'Adventure', 'Sci-Fi']",Original
Ahiru Rikusentai,1940,5.05,Finished,1,['Action'],Original
Cosmic Fantasy: Ginga Mehyou no Wana,1994,5.29,Finished,1,"['Action', 'Comedy', 'Fantasy', 'Romance', 'Sci-Fi']",Game
Semi wa Magic Cube,2018,0.0,Finished,26,"['Action', 'Comedy', 'Fantasy']",Original
Ghost Messenger Movie,2014,5.82,Finished,1,"['Action', 'Supernatural']",
Toukiden Kiwami,2014,5.46,Finished,1,"['Action', 'Fantasy']",Game
Ai no Senshi Rainbowman,1982,6.27,Finished,22,"['Action', 'Adventure', 'Sci-Fi']",Other
UFO Senshi Dai Apolon,1976,6.15,Finished,26,"['Action', 'Sci-Fi']",Source
Princess Principal: Crown Handler Movie 5,0000,0.0,Not yet aired,1,"['Action', 'Mystery']",Original
Qin Shi Mingyue 3D: Dianying Longteng Wanli,2014,6.1,Finished,1,"['Action', 'Fantasy']",Novel
Toukiden: The Age of Demons - Introduction,2013,5.68,Finished,1,['Action'],Game
Wo Kao Chongzhi Dang Wudi,2022,6.33,Finished,60,"['Action', 'Fantasy']",
Believe,2008,5.58,Finished,1,['Action'],
Duel Masters Victory V,2012,5.73,Finished,51,"['Action', 'Adventure', 'Comedy', 'Fantasy']",Original
Street Fighter 6 x Spy x Family Movie: Code: White,2023,6.69,Finished,1,['Action'],Source
Vampiyan Kids: Pilot,1999,5.95,Finished,1,"['Action', 'Comedy']",Original
Wo Shi Da Shenxian 2nd Season,2021,6.81,Finished,16,"['Action', 'Fantasy']",Web manga
Mu Wang Zhi Wang: Qi Lin Jue,2016,6.21,Finished,20,"['Action', 'Mystery', 'Romance']",Original
Wonder Beat Scramble,1986,6.57,Finished,26,"['Action', 'Sci-Fi']",Original
Ling Long: Incarnation Special,2021,7.06,Finished,1,"['Action', 'Drama', 'Horror', 'Sci-Fi', 'Suspense']",Original
Uju Heukgisa,1979,4.29,Finished,1,"['Action', 'Sci-Fi']",Original
Norakuro Nitouhei: Kyouren no Maki,1933,4.94,Finished,1,"['Action', 'Adventure']",Manga
Kuiba: Shiwanhuoji,2011,6.41,Finished,1,"['Action', 'Adventure', 'Fantasy']",Original
The Borgman: Last Battle,1989,5.97,Finished,1,"['Action', 'Sci-Fi']",Other
Toushi Gordian,1979,6.43,Finished,73,"['Action', 'Sci-Fi']",Original
Chogattai Majutsu Robot Ginguiser,1977,5.83,Finished,26,"['Action', 'Adventure', 'Sci-Fi']",Source
Yinhe Zhi Xin,2022,6.24,Finished,12,"['Action', 'Sci-Fi']",Novel
Bakugan: Evolutions,2022,5.66,Finished,26,"['Action', 'Fantasy']",Original
Da Li Si Rizhi 2nd Season,2022,7.27,Finished,12,"['Action', 'Comedy', 'Fantasy', 'Mystery']",Web manga
Pucca 3,2018,6.47,Finished,26,"['Action', 'Comedy', 'Romance']",Other
The Gakuen Choujo-tai,1991,5.74,Finished,1,['Action'],Light novel
Duel Masters!!,2019,5.48,Finished,51,"['Action', 'Adventure', 'Comedy', 'Fantasy']",Source
Juusenki L-Gaim I: Pentagona Window + Lady Gavlet,1986,5.58,Finished,1,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",
Di Yi Xulie,2023,7.48,Finished,16,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",Web novel
Xian Wu Chuan,2023,6.95,Finished,26,"['Action', 'Adventure', 'Fantasy']",Web novel
Wan Yu Feng Shen,2021,6.1,Finished,60,"['Action', 'Fantasy']",Novel
Tetsujin 28-gou: Hakuchuu no Zangetsu,2007,6.36,Finished,1,"['Action', 'Adventure', 'Sci-Fi']",
Kinnikuman: Ooabare! Seigi Choujin,1984,6.37,Finished,1,"['Action', 'Comedy', 'Sports']",Manga
Kogane no Hana,1929,4.72,Finished,1,"['Action', 'Adventure', 'Fantasy']",Original
Jidao Long Shen,2022,6.36,Finished,40,"['Action', 'Fantasy']",Original
Lightning Trap: Leina & Laika,1990,5.25,Finished,1,"['Action', 'Sci-Fi']",Original
Odo,2021,7.49,Finished,1,['Action'],Original
Jing: Shuang Cheng - Feng Qi Pian,2020,6.24,Finished,4,"['Action', 'Adventure', 'Fantasy', 'Romance']",Novel
Baku Tech! Bakugan Gachi Special,2014,5.45,Finished,1,['Action'],Manga
Duel Masters Movie 2: Lunatic God Saga,2009,5.8,Finished,1,"['Action', 'Adventure', 'Comedy']",Original
Long She Yanyi,2022,7.09,Finished,16,['Action'],Web novel
Xiuluo Wu Shen,2023,7.43,Finished,16,"['Action', 'Fantasy']",Source
Liu Xing Huan Jian,2021,5.6,Finished,60,"['Action', 'Fantasy']",Novel
Shaonian Jinyiwei,2017,6.02,Finished,13,"['Action', 'Adventure', 'Mystery', 'Romance']",Original
Shounen Ninja Kaze no Fujimaru,1964,5.85,Finished,65,"['Action', 'Adventure']",
Qin Shi Mingyue: Junlin Tianxia,2014,6.69,Finished,75,"['Action', 'Fantasy']",Novel
Dahufa,2017,6.46,Finished,1,"['Action', 'Adventure', 'Fantasy']",Original
Blocker Gundan IV Machine Blaster,1976,6.03,Finished,38,"['Action', 'Sci-Fi']",Source
Wu Dong Qian Kun 4th Season,2023,7.72,Finished,12,"['Action', 'Adventure', 'Fantasy']",Novel
Paul no Miracle Daisakusen,1976,6.44,Finished,50,"['Action', 'Adventure']",Original
Renjian Zui Deyi,2021,6.36,Finished,60,"['Action', 'Fantasy']",Novel
Shishunki Bishoujo Gattai Robo Z-Mind,1999,5.86,Finished,6,['Action'],Original
Izakaya no Ichiya,1936,5.08,Finished,1,['Action'],Original
Doubutsu Mura no Sports Day,1932,5.0,Finished,1,"['Action', 'Sports']",Original
Wellber no Monogatari: Kanashimi no Senshi Galahad no Banka,2007,5.66,Finished,1,"['Action', 'Adventure', 'Comedy', 'Fantasy']",Original
Qiang Niang,2017,5.24,Finished,12,"['Action', 'Comedy', 'Sci-Fi', 'Slice of Life']",Game
Kyouryuu Tankentai Born Free,1976,6.17,Finished,25,"['Action', 'Sci-Fi']",Original
Tetsuwan Atom: Ivan no Wakusei - Robot to Ningen no Yuujou,2003,6.09,Finished,1,"['Action', 'Sci-Fi']",
Tondemo Senshi Muteking,1980,6.31,Finished,56,"['Action', 'Comedy', 'Sci-Fi']",Original
Emo Faze,2023,7.14,Finished,24,"['Action', 'Adventure', 'Fantasy']",Web novel
Kidou Senshi Gundam 00: Revealed Chronicle,2022,0.0,Airing,?,"['Action', 'Sci-Fi']",Original
