Anime Title,Year Aired,Rating,Status,Number of Episode,Genre,Source
Honoo no Alpenrose: Judy & Randy,1985,6.73,Finished,20,"['Drama', 'Romance']",Manga
Gothicmade: Hana no Utame,2012,0.0,Finished,1,"['Romance', 'Sci-Fi']",
The Kabocha Wine,1982,6.93,Finished,95,"['Comedy', 'Romance']",Manga
Tokyo Daigaku Monogatari,2004,4.81,Finished,2,"['Comedy', 'Drama', 'Romance', 'Ecchi']",Manga
La Rose de Versailles,2007,5.62,Finished,1,"['Drama', 'Romance']",Manga
Maison Ikkoku: Shiki Utsuriyuku Kisetsu no Naka de,1988,6.92,Finished,1,"['Comedy', 'Drama', 'Romance']",Manga
Touch: Cross Road - Kaze no Yukue,2001,6.81,Finished,1,"['Romance', 'Sports']",
Oresama Kingdom,2011,6.24,Finished,14,['Romance'],Manga
Mahou no Chocolate,2001,5.2,Finished,1,"['Drama', 'Romance']",Original
Harukanaru Toki no Naka de 2: Shiroki Ryuu no Miko,2003,6.39,Finished,3,"['Fantasy', 'Romance']",Visual novel
Kotetsu no Daibouken,1996,5.73,Finished,2,"['Action', 'Comedy', 'Fantasy', 'Romance', 'Sci-Fi', 'Ecchi']",Manga
Slow Step,1991,6.42,Finished,5,"['Comedy', 'Romance', 'Slice of Life', 'Sports']",Manga
Memories Off 3.5,2004,6.11,Finished,4,"['Drama', 'Romance']",Source
Seikai no Senki Special,2001,7.15,Finished,1,"['Action', 'Romance', 'Sci-Fi']",Light novel
Nagareboshi Lens Specials,2012,6.06,Finished,3,['Romance'],Manga
Daishizen no Majuu: Bagi,1984,6.38,Finished,1,"['Action', 'Romance', 'Sci-Fi']",Original
Yuuwaku Countdown,1995,5.73,Finished,6,"['Action', 'Comedy', 'Fantasy', 'Horror', 'Romance', 'Supernatural', 'Hentai']",Manga
Shounen Sunday CM: Yugami-kun ni wa Tomodachi ga Inai,2013,5.73,Finished,2,"['Comedy', 'Romance']",Manga
Angelique: Shiroi Tsubasa no Memoire,2000,5.72,Finished,2,"['Drama', 'Fantasy', 'Romance', 'Sci-Fi']",Visual novel
Kasei Yakyoku,1989,6.62,Finished,4,"['Drama', 'Romance']",Manga
Indie Anibox: Selma Danbaekjil Coffee,2008,5.92,Finished,1,"['Comedy', 'Drama', 'Romance', 'Sci-Fi']",
Zegapain ADP,2016,5.73,Finished,1,"['Action', 'Romance', 'Sci-Fi']",Original
Stratosphera no Yousei,2002,5.65,Finished,3,"['Drama', 'Romance', 'Sci-Fi', 'Hentai']",Original
Minna Agechau♡,1987,5.76,Finished,1,"['Comedy', 'Romance', 'Ecchi']",
Shin Angel,1994,6.22,Finished,5,"['Comedy', 'Drama', 'Romance', 'Hentai']",Manga
Wan Jie Xian Zong 2nd Season,2019,7.11,Finished,40,"['Action', 'Adventure', 'Fantasy', 'Romance']",Web manga
Xiao Qian,1997,6.35,Finished,1,"['Action', 'Drama', 'Fantasy', 'Romance']",
Huyao Xiao Hongniang: Wei Sheng,2019,6.9,Finished,10,"['Comedy', 'Drama', 'Romance', 'Supernatural']",Source
Tokimeki Memorial: Forever With You,1999,6.09,Finished,2,"['Drama', 'Romance']",Visual novel
Ryuusei Sentai Musumet,2004,6.13,Finished,13,"['Adventure', 'Comedy', 'Romance', 'Sci-Fi', 'Ecchi']",Original
Modern Love Tokyo: Kare ga Kanaderu Futari no Shirabe,2022,7.56,Finished,1,['Romance'],Other
Yume Senshi Wingman,1984,7.09,Finished,47,"['Action', 'Comedy', 'Romance']",Manga
Mikan Enikki,1992,7.17,Finished,30,"['Comedy', 'Romance', 'Slice of Life']",Manga
Moekan The Animation,2003,5.41,Finished,3,"['Comedy', 'Romance', 'Sci-Fi', 'Ecchi']",Visual novel
Doukyuusei (OVA): Natsu no Owari ni,1994,5.55,Finished,4,"['Drama', 'Romance', 'Hentai']",Visual novel
Memories Off #5 Togireta Film The Animation,2006,5.96,Finished,1,"['Drama', 'Romance']",Visual novel
Azuki-chan,1995,6.69,Finished,117,"['Comedy', 'Romance', 'Slice of Life']",Manga
Doupo Cangqiong: Yuanqi,2022,7.44,Finished,3,"['Action', 'Adventure', 'Fantasy', 'Romance']",Novel
Xingchen Bian: Xingchen Yao Hai,2021,7.25,Finished,12,"['Action', 'Adventure', 'Fantasy', 'Romance']",Novel
Shin Ace wo Nerae!,1978,6.9,Finished,25,"['Drama', 'Romance', 'Sports']",Manga
Buddy Go! 2,2016,6.07,Finished,4,"['Comedy', 'Romance']",Manga
Yawara!: Zutto Kimi no Koto ga...,1996,7.14,Finished,1,"['Comedy', 'Romance', 'Sports']",Manga
"Hatena☆Illusion: Koi to Mahou no Illusion de, Muchuu Sasechaimasu! Special",2020,5.57,Finished,1,"['Comedy', 'Romance', 'Supernatural', 'Ecchi']",Light novel
Kakyuusei 2: Anthology,2006,5.86,Finished,2,"['Drama', 'Romance', 'Hentai']",Visual novel
Gokujou!! Mecha Mote Iinchou Second Collection,2010,6.23,Finished,51,"['Comedy', 'Romance']",Manga
Wind: A Breath of Heart OVA,2004,6.12,Finished,3,"['Drama', 'Romance', 'Supernatural']",Visual novel
Sazanami Soushi ni Junketsu wo Sasagu,2023,6.16,Finished,8,"['Romance', 'Hentai']",Web manga
First Kiss Monogatari,2000,4.88,Finished,1,"['Drama', 'Romance']",Visual novel
Pia Carrot e Youkoso!!: Sayaka no Koi Monogatari,2002,5.82,Finished,1,"['Comedy', 'Romance']",Visual novel
Saishuu Shiken Kujira Progressive,2008,5.97,Finished,1,"['Drama', 'Romance']",Visual novel
Wan Jie Fa Shen,2020,7.2,Finished,54,"['Adventure', 'Fantasy', 'Romance']",Original
Sprite: Between Two Worlds,1997,5.58,Finished,2,"['Comedy', 'Romance', 'Ecchi']",Manga
Soul Link Special,2006,5.79,Finished,1,"['Adventure', 'Comedy', 'Romance', 'Sci-Fi', 'Ecchi']",Visual novel
Shin Chou Kyou Ryo: Condor Hero III,2008,7.19,Finished,26,"['Action', 'Adventure', 'Drama', 'Romance']",Novel
Angelique: Seichi yori Ai wo Komete,2001,6.03,Finished,3,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance', 'Sci-Fi']",Visual novel
Compiler,1994,5.1,Finished,2,"['Comedy', 'Drama', 'Romance', 'Sci-Fi']",Manga
"Ore, Twintail ni Narimasu. Recap",2015,5.84,Finished,1,"['Action', 'Comedy', 'Fantasy', 'Romance']",Light novel
Harukanaru Toki no Naka de: Hachiyou Shou Specials,2005,6.33,Finished,8,"['Fantasy', 'Romance', 'Supernatural']",Visual novel
Ayakashi Triangle Recap,2023,5.62,Finished,1,"['Action', 'Comedy', 'Romance', 'Supernatural', 'Ecchi']",Manga
Fantasia,1993,5.38,Finished,1,"['Comedy', 'Drama', 'Fantasy', 'Romance']",Manga
Wo Shi Jiang Xiaobai (2018),2018,6.86,Finished,1,"['Drama', 'Romance', 'Slice of Life']",Original
Gekijou Tanpen Macross Frontier: Toki no Meikyuu,2021,7.02,Finished,1,"['Action', 'Romance', 'Sci-Fi']",Original
Tsuyoshi Shikkari Shinasai,1992,7.07,Finished,112,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",Manga
B.B. Fish,1994,4.45,Finished,1,"['Drama', 'Romance']",Manga
Hi no Tori: Eden no Hana,2023,0.0,Finished,1,"['Drama', 'Romance', 'Sci-Fi', 'Supernatural', 'Suspense']",Manga
Ling Jian Zun 4th Season,2020,7.07,Airing,?,"['Action', 'Adventure', 'Fantasy', 'Romance']",Novel
Tokio Kidou Police,1997,5.85,Finished,2,"['Comedy', 'Romance', 'Hentai']",Novel
Ling Jian Zun 2nd Season,2019,6.91,Finished,30,"['Action', 'Adventure', 'Fantasy', 'Romance']",Novel
Huyao Xiao Hongniang: Jin Chenxi,2020,6.99,Finished,10,"['Comedy', 'Drama', 'Romance', 'Supernatural']",Source
Pia Carrot e Youkoso!! 2 DX,1999,6.2,Finished,6,"['Comedy', 'Romance']",Visual novel
Tanin no Kankei,1994,6.0,Finished,2,"['Comedy', 'Romance', 'Ecchi']",Manga
"Tsuma, Shougakusei ni Naru.",0000,0.0,Not yet aired,?,"['Comedy', 'Drama', 'Romance']",Manga
"Kanojo, Okarishimasu 2nd Season: Kanokari Call",2022,6.23,Finished,24,"['Comedy', 'Romance']",Manga
Ano Ko ni 1000%,1989,5.07,Finished,1,['Romance'],Manga
Choujuu Giga,2016,6.02,Finished,3,['Romance'],Other
Blue Seed 1.5,1996,6.35,Finished,2,"['Action', 'Adventure', 'Drama', 'Horror', 'Mystery', 'Romance', 'Supernatural']",Manga
Follow Me,2012,6.15,Finished,1,"['Drama', 'Romance', 'Slice of Life']",Music
Refrain Blue,2000,5.68,Finished,3,"['Drama', 'Romance']",Visual novel
The Samurai,1987,5.95,Finished,1,"['Comedy', 'Romance']",Manga
Wan Jie Xian Zong 3rd Season,2019,7.13,Finished,48,"['Action', 'Adventure', 'Fantasy', 'Romance']",Web manga
Tobe! Isami,1995,7.46,Finished,50,"['Action', 'Adventure', 'Comedy', 'Romance']",Original
Pia Carrot e Youkoso!! 2,1998,6.07,Finished,3,"['Comedy', 'Romance', 'Hentai']",Visual novel
Uta no☆Prince-sama♪ Maji Love ST☆RISH Tours: Tabi no Hajimari,2022,6.84,Finished,1,"['Comedy', 'Romance']",Visual novel
Touch: Sebangou no Nai Ace,1986,6.64,Finished,1,"['Drama', 'Romance', 'Sports']",
Hanabi,2015,5.94,Finished,1,"['Drama', 'Romance', 'Slice of Life']",Music
Ling Jian Zun 3rd Season,2019,7.03,Finished,40,"['Action', 'Adventure', 'Fantasy', 'Romance']",Novel
Canary,2002,4.55,Finished,1,"['Fantasy', 'Romance']",Visual novel
Goukon ni Ittara Onna ga Inakatta Hanashi,0000,0.0,Not yet aired,?,"['Comedy', 'Romance']",Web manga
Uchida Shungicu no Noroi no One-Piece,1992,5.77,Finished,1,"['Horror', 'Romance']",Source
Balthus: Tia no Kagayaki,1988,5.05,Finished,1,"['Action', 'Romance', 'Hentai']",Original
Yawara! Sore Yuke Koshinuke Kids!!,1992,6.17,Finished,1,"['Comedy', 'Romance', 'Sports']",Manga
Koi Koi 7 Specials,2005,5.8,Finished,7,"['Comedy', 'Romance', 'Sci-Fi', 'Ecchi']",Manga
Akai Ito,2009,6.41,Finished,1,"['Drama', 'Romance', 'Slice of Life']",Original
Xue Ying Ling Zhu 2nd Season,2020,7.32,Finished,22,"['Action', 'Adventure', 'Fantasy', 'Romance']",Novel
Dousou Kai,1998,5.6,Finished,4,"['Romance', 'Hentai']",Visual novel
Wan Jie Xian Zong 4th Season,2020,7.01,Finished,48,"['Action', 'Fantasy', 'Romance']",Web manga
Xue Ying Ling Zhu Zhi Qi Yu Pian,2020,7.13,Finished,4,"['Action', 'Adventure', 'Fantasy', 'Romance']",Novel
Majo demo Steady,1986,4.8,Finished,1,"['Comedy', 'Romance', 'Ecchi']",Light novel
Itsuka Aeru Kimi ni,2018,5.61,Finished,1,"['Romance', 'Sci-Fi']",Original
"Boku no Chikyuu wo Mamotte: Alice kara, Rin-kun e",1995,6.6,Finished,1,"['Drama', 'Romance', 'Sci-Fi']",Manga
Massugu ni Ikou. 2nd Season,2004,6.49,Finished,5,"['Comedy', 'Romance', 'Slice of Life']",Manga
Hoshifuru Oukoku no Nina,0000,0.0,Not yet aired,?,"['Fantasy', 'Romance']",Manga
Sengoku Night Blood: Ongaku Dai Tokushuu,2017,6.19,Finished,1,"['Fantasy', 'Romance']",Game
Class de 2-banme ni Kawaii Onnanoko to Tomodachi ni Natta,0000,0.0,Not yet aired,?,"['Comedy', 'Romance']",Light novel
Stand My Heroes: Warmth of Memories,2023,6.09,Finished,1,"['Mystery', 'Romance']",Game
Ai Zai Xiyuan Qian,2019,6.22,Finished,12,"['Action', 'Fantasy', 'Romance', 'Sci-Fi']",Music
Nanako SOS,1983,6.78,Finished,39,"['Comedy', 'Romance']",Manga
Chou Kuse ni Narisou,1994,6.6,Finished,39,"['Comedy', 'Romance', 'Slice of Life']",Manga
VitaminX Addiction,2011,5.83,Finished,3,['Romance'],Game
Princess Rouge,1997,5.76,Finished,2,"['Fantasy', 'Romance']",Source
Defend Love,2009,5.79,Finished,1,"['Adventure', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']",Source
Touch 2: Sayonara no Okurimono,1986,6.6,Finished,1,"['Drama', 'Romance', 'Sports']",
Natural: Another,2000,5.94,Finished,2,"['Romance', 'Hentai']",Source
Make a Girl,0000,0.0,Not yet aired,1,"['Romance', 'Sci-Fi']",Original
Xingchen Bian: Po Tian Mi Ju,2022,7.55,Finished,16,"['Action', 'Adventure', 'Fantasy', 'Romance']",Novel
Cherry no Manma,1989,4.65,Finished,1,['Romance'],Manga
NEET Kunoichi to Nazeka Dousei Hajimemashita,0000,0.0,Not yet aired,?,"['Comedy', 'Romance', 'Supernatural']",Web manga
Kouryuu Densetsu Villgust,1993,6.09,Finished,2,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance']",Game
Magical Twilight,1994,5.89,Finished,3,"['Comedy', 'Romance', 'Hentai']",Manga
Koisuru Tenshi Angelique: Kagayaki no Ashita Special,2007,6.6,Finished,1,"['Fantasy', 'Romance']",Visual novel
Machikado no Märchen,1984,6.0,Finished,1,['Romance'],Original
Otogi Story Tenshi no Shippo Specials,2002,6.34,Finished,2,"['Comedy', 'Fantasy', 'Romance']",
"Tenkou-saki no Seiso Karen na Bishoujo ga, Mukashi Danshi to Omotte Issho ni Asonda Osananajimi Datta Ken",0000,0.0,Not yet aired,?,"['Comedy', 'Romance']",Light novel
Hana no Kage,2006,5.77,Finished,1,"['Drama', 'Romance']",Original
Okusama wa Joshikousei,2001,5.13,Finished,1,"['Romance', 'Hentai']",
Eine Kleine,2014,6.98,Finished,1,"['Drama', 'Romance', 'Slice of Life']",Other
Dahuoji Yu Gongzhu Qun,2021,6.3,Finished,13,"['Drama', 'Romance']",Novel
Make Heroine ga Oosugiru!,2024,0.0,Not yet aired,?,"['Comedy', 'Romance']",Light novel
"Umi no Yami, Tsuki no Kage",1989,5.8,Finished,3,"['Drama', 'Horror', 'Romance']",Manga
Seishun Anime Zenshuu,1986,6.58,Finished,32,"['Drama', 'Romance']",Other
Sojunghan Nal-ui Kkum,2011,6.26,Finished,1,"['Comedy', 'Drama', 'Romance']",Original
Yeosin Gangnim,2024,0.0,Not yet aired,?,"['Comedy', 'Drama', 'Romance']",Web manga
Maihime,2006,6.61,Finished,1,"['Drama', 'Romance']",
Asatte Dance,1991,5.23,Finished,2,"['Comedy', 'Drama', 'Romance', 'Ecchi']",Manga
Huyao Xiao Hongniang: Mu Tiancheng,2020,6.79,Finished,12,"['Comedy', 'Drama', 'Romance', 'Supernatural']",Source
Mainichi ga Nichiyoubi,1990,6.45,Finished,6,"['Comedy', 'Romance']",Source
Chibi Maruko-chan: Watashi no Suki na Uta,1992,7.16,Finished,1,"['Drama', 'Romance', 'Slice of Life']",Manga
Xue Ying Ling Zhu 3rd Season,2021,7.01,Finished,26,"['Action', 'Adventure', 'Fantasy', 'Romance']",Web novel
Nanaka 6/17 Special,2003,6.55,Finished,1,"['Comedy', 'Drama', 'Romance']",Manga
Nameless,2016,6.21,Finished,2,['Romance'],Original
Wan Jie Xian Zong 5th Season,2021,6.79,Airing,?,"['Action', 'Fantasy', 'Romance']",Web manga
Wind: A Breath of Heart Specials,2004,6.11,Finished,4,"['Comedy', 'Romance']",Visual novel
Wo Shi Jiang Xiaobai 2nd Season,2018,6.28,Finished,12,"['Drama', 'Romance', 'Slice of Life']",Original
Ulibyeol Ilhowa Eollugso,2014,5.76,Finished,1,"['Comedy', 'Romance']",
Mahou no Mako-chan,1970,6.39,Finished,48,"['Fantasy', 'Romance']",Original
Misute♡naide Daisy,1997,6.18,Finished,12,"['Comedy', 'Romance', 'Sci-Fi']",Manga
Kisaki Kyouiku kara Nigetai Watashi,0000,0.0,Not yet aired,?,"['Comedy', 'Fantasy', 'Romance']",Manga
Futarigurashi,1998,5.82,Finished,36,"['Comedy', 'Romance', 'Ecchi']",Source
Nozomi Witches,1992,6.27,Finished,3,"['Romance', 'Sports']",Manga
Heart Cocktail,1986,6.29,Finished,78,['Romance'],Manga
Cream Lemon: New Generation,2006,5.63,Finished,4,"['Drama', 'Romance']",
Tokimeki Restaurant☆☆☆  MIRACLE6 Movie,2018,5.37,Finished,1,['Romance'],Visual novel
Kyuukyoku no Sex Adventure Kamasutra,1992,4.7,Finished,1,"['Action', 'Comedy', 'Romance', 'Supernatural', 'Hentai']",Manga
Wan Jie Chun Qiu,2020,6.09,Finished,56,"['Action', 'Adventure', 'Fantasy', 'Romance']",Original
Okinawa de Suki ni Natta Ko ga Hougen Sugite Tsurasugiru,0000,0.0,Not yet aired,?,"['Comedy', 'Romance']",Web manga
Urusei Yatsura x Onitsuka Tiger Collaboration CM,2022,6.28,Finished,1,"['Comedy', 'Romance', 'Sci-Fi', 'Supernatural']",Manga
Doku Tenshi no Shippo,2005,6.33,Finished,4,"['Comedy', 'Fantasy', 'Romance']",
Sekai ga Horobiru Mae ni Kimi ni Aitai,2021,4.89,Finished,1,"['Drama', 'Romance', 'Sci-Fi']",Original
Tactical Roar: Mercurius no Kyuujitsu,2006,5.77,Finished,1,"['Action', 'Comedy', 'Romance', 'Sci-Fi', 'Ecchi']",Original
Generation of Chaos Next: Chikai no Pendant,2002,3.32,Finished,1,"['Action', 'Adventure', 'Fantasy', 'Romance']",Game
"Yume kara, Samenai",1987,4.5,Finished,1,['Romance'],
Area 88 Movie,1985,6.5,Finished,1,"['Action', 'Adventure', 'Drama', 'Romance']",Manga
Boku no Chikyuu wo Mamotte: Kiniro no Toki Nagarete,2001,6.41,Finished,1,"['Drama', 'Romance', 'Sci-Fi']",Manga
CMFU Xueyuan: Shenshi Ji Jijian,2017,5.88,Finished,24,"['Romance', 'Sports']",Novel
Yao Shen Ji 6th Season,2023,7.47,Finished,52,"['Action', 'Adventure', 'Fantasy', 'Romance']",Novel
Dear Brave,2015,6.22,Finished,1,['Romance'],Original
Time Slip Ichimannen: Prime Rose,1983,5.54,Finished,1,"['Action', 'Adventure', 'Drama', 'Romance', 'Sci-Fi']",Manga
Marriage: Kekkon,1996,5.31,Finished,2,"['Romance', 'Slice of Life']",Visual novel
Hua Jianghu: Bu Liang Ren,2014,6.33,Finished,54,"['Action', 'Adventure', 'Drama', 'Romance']",Original
Sasuga no Sarutobi,1982,7.1,Finished,69,"['Adventure', 'Comedy', 'Romance', 'Sports']",Manga
Megumi to Taiyou: Kajuu Gummi Tweet Love Story,2011,5.01,Finished,1,"['Romance', 'Slice of Life']",Original
Chu Feng: Yi Dian Zhi Zi,2020,5.92,Finished,12,"['Action', 'Fantasy', 'Romance', 'Sci-Fi']",Manga
Joker: Marginal City,1992,5.21,Finished,1,"['Action', 'Romance', 'Sci-Fi']",Manga
Entaku no Kishi Monogatari: Moero Arthur,1979,6.52,Finished,30,"['Adventure', 'Drama', 'Romance']",
Huyao Xiao Hongniang: Liang Shenghua,2021,6.63,Finished,12,"['Comedy', 'Drama', 'Romance', 'Supernatural']",Source
"15-sai, Kyou kara Dousei Hajimemasu.",2018,5.81,Finished,30,"['Drama', 'Romance']",Other
Singles,1993,5.25,Finished,1,['Romance'],Manga
Ningyohime Marina no Bouken,1991,6.19,Finished,26,"['Drama', 'Fantasy', 'Romance']",
1-gatsu ni wa Christmas,1991,5.38,Finished,1,"['Drama', 'Romance']",Manga
Joleobban,2016,5.66,Finished,1,"['Drama', 'Romance']",
Kimi wa Houkago Insomnia PV,2021,6.42,Finished,1,['Romance'],Manga
Yuukai Anna,2018,4.61,Finished,1,"['Action', 'Adventure', 'Romance']",Original
Baguda-jou no Touzoku,1926,4.91,Finished,1,"['Adventure', 'Romance']",Original
"Kanojo, Okarishimasu: Date Movie",2020,5.58,Finished,32,['Romance'],Manga
Na Bbeun Sang Sa,2018,5.93,Finished,1,"['Drama', 'Romance', 'Slice of Life', 'Suspense', 'Hentai']",Web manga
Ai Tenshi Densetsu Wedding Peach Specials,1995,6.2,Finished,2,"['Adventure', 'Comedy', 'Romance']",
Milkyway,2003,5.47,Finished,2,"['Romance', 'Hentai']",Visual novel
Meitantei Conan: Honchou no Keiji Koi Monogatari - Kekkon Zenya,2022,6.99,Finished,1,"['Adventure', 'Comedy', 'Mystery', 'Romance']",Manga
Mahou no Tenshi Creamy Mami: Eien no Once More,1984,6.25,Finished,1,"['Comedy', 'Fantasy', 'Romance']",Original
Bouken Shite mo Ii Koro,1989,5.45,Finished,3,"['Comedy', 'Romance', 'Ecchi']",Manga
Princess Army: Wedding★Combat,1992,4.87,Finished,2,"['Action', 'Romance']",Manga
Hen Chun Hen Aimei,0000,0.0,Not yet aired,?,['Romance'],Novel
Mahou no Tenshi Creamy Mami: Long Goodbye,1985,6.38,Finished,1,"['Comedy', 'Fantasy', 'Romance']",Original
Uchuu Enban Dai-Sensou,1975,5.59,Finished,1,"['Action', 'Romance']",Manga
Xingchen Bian 5th Season,2022,7.59,Finished,28,"['Action', 'Adventure', 'Fantasy', 'Romance']",Web novel
Cinderella Express,1989,5.15,Finished,1,"['Comedy', 'Romance', 'Ecchi']",Manga
Gloria: Kindan no Ketsuzoku,1997,5.46,Finished,3,"['Drama', 'Mystery', 'Romance', 'Hentai']",Visual novel
Ai Zai Xiyuan Qian 2nd Season,2021,6.43,Finished,16,"['Action', 'Fantasy', 'Romance', 'Sci-Fi']",Music
Nippon-ichi no Otoko no Tamashii,1999,5.98,Finished,16,"['Comedy', 'Romance']",
Kiss wa Hitomi ni Shite,1993,5.68,Finished,1,"['Drama', 'Romance']",Manga
Toushin Toshi II,1997,5.64,Finished,3,"['Adventure', 'Fantasy', 'Romance', 'Hentai']",Visual novel
Aishang Ta de Liyou Extra,2024,7.49,Finished,1,['Romance'],Web manga
UFO Princess Valkyrie: Recap,2003,6.11,Finished,1,"['Comedy', 'Romance', 'Sci-Fi']",Manga
Tenkuu no Escaflowne Recaps,2012,6.1,Finished,4,"['Adventure', 'Fantasy', 'Romance']",Original
Anime Sanjuushi: Aramis no Bouken,1989,6.47,Finished,1,"['Adventure', 'Romance']",Novel
Huang Yan,2022,6.57,Finished,16,"['Romance', 'Suspense']",Manga
Koume-chan ga Iku!,1999,5.68,Finished,12,"['Comedy', 'Romance', 'Slice of Life']",Source
Akuemon,1993,5.96,Finished,1,"['Fantasy', 'Romance']",Manga
Pops,1993,5.11,Finished,1,"['Romance', 'Slice of Life']",Manga
Hoshi Neko Fullhouse,1989,6.22,Finished,4,"['Comedy', 'Romance', 'Sci-Fi']",Original
Hua Jianghu: Huan Shi Men Sheng,2017,6.25,Finished,20,"['Drama', 'Fantasy', 'Mystery', 'Romance']",Original
Risou no Himo Seikatsu,0000,0.0,Not yet aired,?,"['Drama', 'Fantasy', 'Romance']",Light novel
Tabidachi: Ami Shuushou,1986,5.36,Finished,1,"['Drama', 'Romance']",
Tomoe ga Yuku!,1991,5.17,Finished,2,"['Action', 'Drama', 'Romance', 'Suspense']",Manga
With You: Mitsumeteitai,2000,5.18,Finished,2,"['Drama', 'Fantasy', 'Mystery', 'Romance']",Visual novel
Lunn wa Kaze no Naka,1985,5.91,Finished,1,"['Drama', 'Romance']",Manga
U-Jin Brand,1991,5.39,Finished,1,"['Romance', 'Hentai']",Manga
Landreaall,2017,0.0,Finished,1,"['Action', 'Adventure', 'Fantasy', 'Romance']",Manga
Oh! Family,1986,6.43,Finished,26,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",Manga
Sequence,1992,5.45,Finished,1,"['Romance', 'Sci-Fi']",Manga
Haai Step Jun,1985,6.57,Finished,45,"['Action', 'Romance', 'Sci-Fi']",Manga
Kanojo wa Zombie,2016,5.99,Finished,1,['Romance'],Original
Da Yu Hai Tang,2004,5.91,Finished,1,"['Adventure', 'Drama', 'Romance', 'Supernatural']",Original
Chuusotsu Worker kara Hajimeru Koukou Seikatsu,2018,0.0,Finished,20,"['Drama', 'Romance']",Manga
Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary OVA,2004,5.55,Finished,4,"['Comedy', 'Drama', 'Romance', 'Sci-Fi']",Visual novel
Murai no Koi,2024,0.0,Not yet aired,?,"['Comedy', 'Romance']",Web manga
Zuori Qing Kong Pilot,2014,5.89,Finished,1,"['Drama', 'Romance', 'Slice of Life']",Manga
Sekishoku Elegy,2007,5.72,Finished,1,['Romance'],
Cang Lan Jue Part 2,2022,7.29,Finished,12,"['Comedy', 'Fantasy', 'Romance']",Web novel
Injoku no Heya,2001,5.06,Finished,1,"['Romance', 'Hentai']",
Ano Yume wo Nazotte,2020,7.3,Finished,1,['Romance'],Novel
Saru Getchu: On Air,2006,5.99,Finished,26,"['Adventure', 'Comedy', 'Fantasy', 'Romance']",Game
Kinnikuman II Sei: Muscle Ninjin Soudatsu sen! Choujin Daisensou,2002,6.59,Finished,1,"['Action', 'Comedy', 'Drama', 'Romance']",Manga
Da Zhu Zai Nian Fan,2023,7.13,Airing,52,"['Action', 'Adventure', 'Fantasy', 'Romance']",Web novel
Tanjou: Debut,1994,4.87,Finished,2,"['Romance', 'Slice of Life', 'Supernatural']",Source
Genji,1992,5.68,Finished,2,['Romance'],
Milky Passion: Dougenzaka - Ai no Shiro,1990,4.97,Finished,1,['Romance'],Manga
Hiatari Ryoukou! Yume no Naka ni Kimi ga Ita,1988,6.06,Finished,1,"['Comedy', 'Drama', 'Romance']",Manga
Mon Cheri CoCo,1972,0.0,Finished,13,['Romance'],Manga
Oshare Kozou wa Hanamaru,1993,5.31,Finished,1,['Romance'],Manga
Holiday Love: Fuufukan Renai,2018,0.0,Finished,20,"['Drama', 'Romance']",Manga
Magic-kyun! First Live: Hoshinomori Summer Festa 2017 Encore Animation,2017,6.43,Finished,1,"['Fantasy', 'Romance']",Mixed media
Zoku Attacker You! Kin Medal e no Michi,2008,6.18,Finished,52,"['Romance', 'Sports']",
Hamidashi Creative,2024,0.0,Not yet aired,12,['Romance'],Source
Oh Yoko!,1973,4.43,Finished,1,"['Avant Garde', 'Romance']",Original
Yokoo's 3 Animation Films,1964,4.37,Finished,3,"['Avant Garde', 'Romance']",Original
Cosmic Fantasy: Ginga Mehyou no Wana,1994,5.29,Finished,1,"['Action', 'Comedy', 'Fantasy', 'Romance', 'Sci-Fi']",Game
Shin Dousei Jidai: Hawaiian Breeze,1992,6.19,Finished,1,"['Drama', 'Romance']",
Mu Wang Zhi Wang: Qi Lin Jue,2016,6.21,Finished,20,"['Action', 'Mystery', 'Romance']",Original
Shimi,2021,6.48,Finished,1,['Romance'],Music
Ginga Tansa 2100-nen: Border Planet,1986,6.25,Finished,1,"['Adventure', 'Mystery', 'Romance', 'Sci-Fi']",Original
Karuizawa Syndrome,1986,5.56,Finished,1,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",Manga
Pucca 3,2018,6.47,Finished,26,"['Action', 'Comedy', 'Romance']",Other
Chou Hatsumei Boy Kanipan,1999,6.85,Finished,21,"['Adventure', 'Comedy', 'Romance']",Original
Tuzki: Love Assassin,2014,5.57,Finished,1,"['Comedy', 'Romance']",Other
Yuuwaku★Office Lover 2,2017,0.0,Finished,10,"['Drama', 'Romance']",Visual novel
Huyao Xiao Hongniang: Yue Hong 2,2021,6.71,Finished,1,"['Comedy', 'Romance', 'Supernatural']",Manga
Jing: Shuang Cheng - Feng Qi Pian,2020,6.24,Finished,4,"['Action', 'Adventure', 'Fantasy', 'Romance']",Novel
Boyfriend,1992,5.64,Finished,1,"['Romance', 'Sports']",Manga
PES: Peace Eco Smile - Drive your Heart,2012,4.81,Finished,1,"['Romance', 'Sci-Fi']",Original
Shaonian Jinyiwei,2017,6.04,Finished,13,"['Action', 'Adventure', 'Mystery', 'Romance']",Original
